id,filter,text_JP,text
changeBG,widget,背景変更,BG Skin
changeSkin,widget,スキン,Skin
closeWidget,widget,ウィジェットを閉じる,Close Widget
colorBG,widget,背景の色,Set BG color
colorGrid,widget,グリッドの色,Set grid color
editColor,widget,色の変更,Change color
editDeco,widget,デコの編集,Edit deco
factionRank,widget,コムランク,Comm Rank
factionRank2,widget,ランク,Rank
fadeLines,widget,フェードする,Fade
iconSize,widget,アイコンのサイズ,Icon Size
limitBounds,widget,描画領域を限定,Limit Bounds
liquidProfile,widget,水タイプ,Water Type
loadTheme,widget,テーマの読み込み,Load Theme
monoColor,widget,モノカラー,Mono Color
moveToMouse,widget,マウス位置に移動,Move to mouse position
msgLines,widget,表示行数,Max lines
overlayProfile,widget,オーバーレイ,Overlay
quitEdit,widget,編集終了,Quit editing
refractionProfile,widget,リフラクション,Refraction
removeDeco,widget,デコを削除,Remove deco
saveTheme,widget,テーマの保存,Save Theme
setting,widget,設定,Settings
showPotential,widget,潜在能力を表示,Show Potential
showDate,widget,時刻を表示,Show Date
showGauge,widget,ゲージを表示,Show Gauges
showLoc,widget,ゾーン名を表示,Show Location
showName,widget,名前を表示,Show Name
showNerun,widget,ネルンを表示,Show Nerun
showRealDate,widget,リアル時刻を表示,Show Real Date
showPeriodOfDay,widget,時間帯を表示,Show Period of Day
showRoom,widget,ルームを表示,Show Room
showStockPop,widget,アイテム入手通知,Notify new resources
showText,widget,テキストを表示,Show Text
shutup,widget,黙る,Shut up
skinGrid,widget,グリッド変更,Grid Skin
smallButton,widget,小さなボタン,Small Buttons
sortType,widget,ソートタイプ,Sort Type
style,widget,スタイル,Style
thisWidget,widget,このウィジェット,This Widget
toggleButtonBG,widget,ボタン変更,Button Skin
toggleTracker,widget,トラッカーのトグル,Toggle Tracker
vertical,widget,縦方向,Vertical
image,widget,イメージ,Image
WidgetQuestTracker,widget,クエストトラッカー,Quest Tracker
WidgetMemo,widget,ノート,Note
WidgetMemo2,widget,ノート（追加）,Note (Extra)
WidgetArtTool,widget,(Debug)アートツール,(Debug)Art Tool
WidgetSideScreen,widget,サイドスクリーン,Side Screen
WidgetBottomBar,widget,ボトムバー,Bottom Bar
WidgetSearch,widget,所持物検索,Property Search
WidgetCodex,widget,レシピ検索,Recipe Search
WidgetCurrentTool,widget,アクティブアイテム,Active Item
WidgetDate,widget,日付,Date Time
WidgetDebug,widget,(Debug)デバッガ,(Debug)Debugger
WidgetEquip,widget,装備,Equipment
WidgetExplorer,widget,エクスプローラ,Explorer
WidgetFeed,widget,電波,Feed
WidgetRoster,widget,パーティー情報,Party Info
WidgetHotbar,widget,ズームバー,Zoom Bar
WidgetHotbarEx1,widget,システムメニュー,System Menu
WidgetHotbarEx2,widget,キャラメニュー,Chara Menu
WidgetHotbarEx3,widget,ビルドメニュー,Build Menu
WidgetHotbarEx4,widget,メインバー,Main Bar
WidgetHotbarEx5,widget,エキストラ 1,Extra 1
WidgetHotbarEx6,widget,エキストラ 2,Extra 2
WidgetHotbarSim,widget,エキストラ 2,Extra 2
WidgetHotbarSpeed,widget,スピードバー,Speed Bar
WidgetHP,widget,HP/MPパネル,HP/MP Panel
WidgetInventory,widget,(Deprecated)インベ,(Deprecated)Inventory
WidgetMainMenu,widget,メインメニュー,Main Menu
WidgetMainText,widget,メインテキスト,Main Text
WidgetMenuPanel,widget,メニューパネル,Menu Panel
WidgetMinimap,widget,ミニマップ,Mini Map
WidgetMouseover,widget,ホバーガイド,Hover Guide
WidgetExp,widget,経験値,Exp
WidgetNeeds,widget,(Deprecated)ニーズ,(Deprecated)Needs
WidgetNenene,widget,(ヘルパー)ラーネイレ,(Helper)Larnnaire
WidgetNerun,widget,(ヘルパー)ネルン,(Helper)Nerun
WidgetNotice,widget,コム情報,Comm Info
WidgetPopText,widget,ポップ通知,Pop Notification
WidgetPopup,widget,通知,Notification
WidgetSceneCustomizer,widget,シーンカスタマイザー,Scene Customizer
WidgetSpeedControl,widget,スピードバー,Speed Bar
WidgetStats,widget,ステータス情報,Status Info
WidgetStatsBar,widget,情報バー,Info Bar
WidgetStatsBar2,widget,情報バー(追加),Info Bar (Extra)
WidgetStatsBar3,widget,情報バー(ビルドモード),Info Bar (Build Mode)
WidgetSticky,widget,通知,Notification
WidgetStockTracker,widget,物資トラッカー,Stockpile Tracker
WidgetSystemIndicator,widget,機能インジケーター,System Indicator
WidgetTracker,widget,スキルトラッカー,Skill Tracker
WidgetUnityChan,widget,ユニティーちゃん,Unity Chan
WidgetYukkuri,widget,(ヘルパー)エリステア,(Helper)Elistea
listRoamers,world,主な生物,Notable Life-Forms
listPolicies,world,所持ポリシー,Policies
mainFaction,world,支配勢力,Main Faction
moveZone,world,ゾーンに移動,Move Zone
moveZoneInvalid,world,現在のゾーン,Already in the zone
zones,world,場所,Places
_DV,,DV(回避) #1   PV(防御) #2,DV(Dodge) #1   PV(Protection) #2
_style,,#3 重量 #1 (#2),#3 Wt #1 (#2)
_lowWall,,低壁モード (z),LOW WALL (z)
_muteBGM,,BGMミュート (m),MUTE BGM (m)
_noFreeWill,,フリーウィル無効,NO FREE WILL
_progress,,#1日と#2回の包囲戦,#1 days and #2 sieges
_quantity,,数量: #1  重さ: #2,Total #1  Wt #2
_showArea,,エリアハイライト (x),HIGHLIGHT AREA (x)
_showBalloon,,バルーン非表示 (c),HIDE BALLOON (c)
_uniform,,#1(#2)の制服編集,Edit Uniform of #1(#2)
ability,,能力,Skill
access_Private,,プライベート,Private
access_Resident,,住人オンリー,Only Resident
access_Public,,公共,Public
accessType,,アクセス権(#1),Access Type(#1)
addToReserve,,盟約の石に移す,Move to Hearth Stone
adjustment,,調整,Adjustment
adjustmentNum,,分割個数,Quantity
affection,,愛,Love
affinity,,友好度,Affinity
age,,#1歳,Age.#1
ageRange,,年齢,Age
alias,,異名,Alias
all,,全て,All
alreadyLearned,,(習得済み),(Learned)
notLearned,,"(未習得) ",(Not Learned)
altRoof,,丸屋根,Round Roof
alwaysShowInvBG,,常にインベントリの背景を表示,Always show inventory background
alwaysTilt,,常にチルト,Always Tilt
announce,,お知らせ,Announcement
ap,,運営力,Admin Points
apply,,適用,Apply
apShort,,運営力,Admin
Area,,エリア,Area
attackEval,,"#1 #2  x#3  (命中 #4%, 貫通 #5%)","#1 #2  x#3  (Hit #4%, Pen #5%)"
Auto,,オート,Auto
autoHideBG,,背景を自動的に隠す,Auto hide BG
autoRamp,,階段自動設置,Auto Stairs
autoRefuel,,自動燃料追加,Auto Refuel
useContainerStock,,保管した素材の使用,Use Stocked Ingredients
autoUseText,,右クリックで#1。,"""#1"" when right clicked."
avatar,,化身,Avatar
avilableAreas,,作成可能なエリア,Avilable Areas
avilableSpots,,作成可能なスポット,Avilable Spots
back,,　戻る　,　BACK　
backDrawAlpha,,背景透過率,Backside Alpha
bed_guest,,客人用,For guest
bed_livestock,,家畜用,For livestock
bed_patient,,病人用,For patient
bed_prisoner,,囚人用,For prisoner
bed_resident,,住人用,For resident
bed_residentOne,,住人用（一人用）,For resident (single)
bedConfig,,ベッドの設定,Bed Options
birdView,,バードビュー,Bird View
birthLoc,,誕生地,Birth Place
birthLoc2,,#1の#2,some #2 in #1
BottomCenter,,中央下,Bottom center
BottomLEFT,,左下,Bottom left
BottomRIGHT,,右下,Bottom right
branchLv,,盟約の石レベル,Hearth Stone Level
buy,,購入,Buy
cancel,,キャンセル,Cancel
submit,,送信,Submit
cancelTask,,タスクの削除,Cancel Task
captionInvFloat,,#2 #1,#2 #1
card_chunk,,土壌,soil
card_fiber,,繊維,fiber
card_grass,,草,grass
Center,,中央,Center
changeAreaType,,タイプを変更,Change Type
changeGroup,,グループ変更,Change group
changeName,,名前を変える,Change name
changeTitle,,呼称の変更,Change Title
childCount,," (#1個の中身)"," (#1 item#(s) inside)"
chronicleDate,,#1年 #2/#3,#1 #3/#2
Cinema,,シネマモード,Cinema Mode
claimBed,,ベッドを占拠する,Claim Bed
clear,,クリア,Clear
client,,依頼人,Client
climate,,気候,Climate
climateTemp,,温暖,Cold
close,,閉じる,Close
closedDepartment,,(この部門はまだ解放されていない),(The department is not open yet)
collectible,,収集品,Collectible
columns,,列,Columns
consumeResource,,(#1x#2 所持:#3),(#1x#2 Inv:#3)
continent,,大陸,Continent
continue,,冒険を再開する,Continue
copyUniform,,異性の制服を複製,Clone other uniform
corpseGeneral,,冒険者,adventurer
_egg,,#1の卵,egg of #1
costHire,,(コスト 権力 #1),(Cost: #1 Power)
credit,,クレジット,Credit
culture,,文化,Culture
currentSave,,(現世界)," (Current)"
dad,,父親,Father
dailyIncome,,/日,/Day
noDeadLine,,(無期限)," (No Deadline)"
dangerLv,," (危険度 #1階相当)"," (Danger Lv.#1) "
dateFound,,創設日,Foundation
Dawn,,夜明け,Dawn
Day,,日中,Daytime
agree,,同意する,Agree
disagree,,拒否する,Disagree
days1,,残り,
days2,,日," day(s) left"
deadline,,期日,Remaining Time
debug,,Debug,Debug
decoFix,,壁装飾の高さ調整,Adjust Deco Height
deconstructMenu0,,範囲,Multiple
deconstructMenu1,,設置済みは無視,Ignore Installed
listBackup,,復元する,Restore
backup,,バックアップ,Backup
backupDone,,バックアップが完了しました。,Backup completed.
deleteSave,,削除,Delete
deliverable,,アイテム #1,Item #1
detail,,詳細,Detail
dialogChangeName,dialog,新しい名前は？,Give what name?
dialogTermsOfUse,dialog,"ゲーム内アップローダを利用するには
利用規約を読み、規約に同意をお願いします。","To use the in-game uploader,
please read the Terms of Use and agree."
dialogTermsOfUseUGC,dialog,"ユーザー生成コンテンツやModを利用するには
利用規約を読み、規約に同意をお願いします。","To use user generated contents or Mods,
please read the Terms of Use and agree."
readTerms,dialog,利用規約を読む,Read the Terms of Use
dialogEndTutorial,dialog,"本当にチュートリアルを終了する？
（チュートリアルのボタンが消えます。
チュートリアル自体はいつでも見れます）","Really end tutorial?
(It only disables the tutorial button.
Tutorials can be read anytime )"
dialogUpgrade,dialog,本当に金塊#1本を消費して盟約の石をアップグレードする？,Really pay #1 gold and upgrade the hearth stone?
dialogUpgradeTech,dialog,本当に「#1」をアップグレードする？,"Really upgrade ""#1""?"
dialogTeleportId,dialog,新しいIDを何にする？,What is the new ID?
dialogVoidReturn,dialog,何階に帰還する？（最大:#1）,Which level do you like to return? (Max: #1)
dialogWish,dialog,何を願う？,What do you wish?
dialogDetector,dialog,何を探す？,What do you want to search?
automatic,,自動(現在：#1),Automatic(Currently #1)
disableAutoToggle,,自動点灯切り替え(現在：#1),Toggle auto light(Currently #1)
disassemble,,分解,Disassemble
autopick,,自動取得,Auto Pick
distribution,,振り分け,Distribution
dominance,,支配,Dominance
dragDropThing,,置く,Drop
dragEquip,,装備,Equip
dragForget,,外す,Forget
dragHold,,持つ,Hold
dragMoveContainer,,移動,Move
Dusk,,夕,Evening
ecosystem,,生態系,Ecosystem
ecosystemTemp,,穏やか,Calm
EditMarker,,マーカー編集,Edit Markers
editPCC,,外見を編集,Edit Appearance
editSkin,,スキンを変更,Change Skin
effect,,効果,Effect
elapsedTime,,#1時間 #2分 #3秒,#1 Hour(s) #2 Min(s) #3 Sec(s)
empty,,(空),(Empty)
enable,,有効化,Enable
enchant,,エンチャント,Enchantment
endTutorial,,チュートリアルの終了,End Tutorial
evalHand,,格闘:,Martial Arts:
evalWeapon,,武器#1:,Weapon#1:
exExplore,,探検,exploration
exHunt,,狩り,hunting
exit,,終了,Exit
ExitBuildMode,,ビルドモード終了,Exit Build Mode
exitNoMap,,出る,Exit
ExitZone,,#1を去る？,Leave #1?
ExitZoneEscort,,"護衛対象が離れすぎている。
本当に依頼を破棄して#1を去る？","An escort target is too far away.
Really abandon the quest and leave #1?"
ExitZoneBoss,,"この階層にはまだネフィアの主が存在する。
本当にネフィアの制覇を諦める？","The Master of Nefia still remains.
Really give up conquering the Nefia?"
exp,,経験,Exp
explored,,探索率,Explored
export,,エクスポート,Export
export zone,,ゾーンのエクスポート,Export Zone
exSearch,,周辺探索,search
exTraining,,修行の旅,training
extroversion,,外向性,Extroversion
factory_fire,,熱源,Fire source
faithUnavailable,,（睡眠中）,(Sleeping)
fav,,"読み込み ",Load Fav
favgift,,好物: #1と#2,Favorites: #1 and #2
favgift2,,好物,Favorites
featStage,,#1段階,Stage #1
FlagCell,,セルを編集,Edit Cellls
flagFloat,,浮遊セル,Float
flagSnow,,除雪セル,Snowless
flagWallPillar,,壁柱トグル,Toggle Wall Pillar
flagShadow,,アイテムの影,Item Shadow
flagClear,,祭り整地,Clear(Fest)
funcAdv,,ボタン機能（冒険）,Buttons (Adv Mode)
funcBuild,,ボタン機能（ビルドモード）,Buttons (Build Mode)
gender,,性別,Gender
giftRecipe,,新しいレシピ習得,New Recipes Learned
Grats!,,Congratulations!,Congratulations!
ground,,地面,Ground
GSSleep,,-,-
GSStray,,-,-
GSWithdraw,,-,-
harvest,,灯を回収,Harvest
harvestLeft,,あと#1回,#1 Left
headerAbout,,早期アクセス版に関するノート,Notes about Early Access Version
headerAnnounce,,エリンのお知らせとニュース,Elin Announcements and News
hearth,,灯,Hearth
hideWallItems,,壁のアイテムを隠す,Hide Wall Objects
highlightArea,,立札などの範囲をマウスホバーで表示,Highlight sign range on mouseover
hintAltitude,,(高さ #1),(Altitude #1)
hintAutoDir,,壁向き自動調整,Auto adjust wall direction
hintEmbarkMap,,どこへ向かう？,Where are we heading?
hintEmbarkPreview,,土地の選択は慎重にね！,Choose carefully!
hintEmbarkTop,,あなたはどんな形をしているの？,Are we prepared to leave?
hintFreePlace,,自由配置,Free style placement
hintHeight,,高さ（Shift+マウスホイール）,Height(Shift+Mouse Wheel)
homeLog,,ログ  -  過去50件,Log  -  Past 50 Events
homeResource,,資源,Home Resources
HostilityAlly,,友好,Ally
HostilityEnemy,,敵対,Hostile
HostilityNeutral,,中立,Neutral
hotitemRegister,,登録,Set hot item
hotitemSwap,,スワップ,Swap
hotitemTrash,,登録解除,Remove
idle,,何もしていない,Idle
import,,インポート,Import
import zone,,ゾーンのインポート,Import Zone
incompatible,,このデータは現在のバージョンと互換性がありません。,This data is not compatible with the current build.
corrupted_folder,,"セーブデータが破損しています。
バックアップから復元を試みてください。","The save data is corrupted.
Please try restoring from the backup."
influence,,影響力,Influence
infoHire,,#1日,#1 day#(s)
inspect,,調べる,Inspect
interest,,興味,Interest
investment,,投資,Investment
invInteractAuto,,オート,Auto
invInteractDrop,,置く,Drop
invInteractHold,,持つ,Grab
invPriority,,優先度,Priority
invWeight,,重量,Weight
isDead,,死亡中,Dead
isExploring,,探索中,Exploring
itemCharges,,(残り #1回),(#1 Charge#(s))
keepColor,,色を保持,Keep Colors
knowledge,,知識,Knowledge
law,,秩序,Order
LayerEditHouse,,建物の外観編集,Edit Building Appearance
LayerGlobalMap,,大陸,Continent
layout,,レイアウト,Layout
Left,,左,Left
letterDisembark,,Letter of Disembarkation,Letter of Disembarkation
level,,レベル,Level
levelAbove,,地上 #1階,Surface #1
levelBelow,,地下 #1階,Underground #1
lifestyle,,生活型,Lifestyle
lifestyle_default,,普通,Normal
lifestyle_owl,,夜型,Night Owl
limitRoomHeight,,高さ制限,Limit height
liquidColor,,水の色,Water Color
list,,リスト,List
listCaste,,カースト,Castes
listFaction,,勢力の一覧,List of Factions
listCards,,カードの一覧,List of Cards
listQuest,,進行中のクエスト,Quests in progress
lockWidget,,ロックする,Lock
lore,,伝承,Lore
lotTemplate,,テンプレートの適用,Apply Template
lut,,LUT,LUT
lutBlend,,LUT ブレンド,LUT Blend
lutBrightness,,LUT 明度,LUT Brightness
lutContrast,,LUT コントラスト,LUT Contrast
lv,,レベル,Level
maid,,メイド,Maid
makeMaid,,メイドにする,Make Maid
mapLevel,,階層,Depth
massPutAway,,まとめて回収,Collect All
massPutAway2,,#1個のアイテムを回収した。,#1 item#(s) have been collected.
master,,主,Master
material,,素材,Material
maxCapacity,,容量/最大,Capacity/Max
medal,,小さなメダル,Small Medal
memberDefault,,住人,residents
memberLivestock,,家畜,livestocks
MENU,,メニュー," Menu"
modPotential,,#1のベース潜在能力#2,#2 #1 Base Potential
modValue,,#1 #2,#2 #1
modValueRes,,#1#2,#1#2
mom,,母親,Mother
money2,,金塊,gold bar
moreRecipes,,その他#1個のレシピ,#1 more recipes
multipleTargets,,複数,Multiple
mutation,,変異,Mutation
etherDisease,,エーテル病,Ether Disease
nameAuthor,,#1・著,By #1
newgame,,冒険者を作成する,Create an adventurer
newRecipes,,(#1個の新しいレシピ),(#1 new recipes)
news,,お知らせ,News
next,,次へ,Next
Night,,夜,Night
no,,いや,No.
no2,,やめる,I changed my mind.
noEQ,,(何も装備していない),(Nothing equipped)
noFactory,,「#1」が必要。,"Requires ""#1""."
opIngredient,,任意: #1,Optional: #1
noIngredient,,素材未所持: #1,No Ingredient: #1
noInterest,,興味なし,No Interest
noItem,,特にない,Nothing in particular
None,,なし,None
noNewRecipes,,その本のレシピはもう全部知ってる,There's no new recipes in the book
noRecipe,,レシピ不明,Unknown Recipe
noRoof,,屋根省略,No Roof
notifyAddThing,,#1 (#2),#1 (#2)
ok,,はい,Ok
otherCards,," (他+#1)"," (+#1 other item#(s))"
ownedRoom,,#1の部屋,#1's Room
pc_deathChoice,,あともう少しで埋葬される…,You are about to buried...
pc_gameover,,埋まる,Buried
pc_revive,,這い上がる,Crawl up
pc_revive_town,,#1で這い上がる,Crawl up in #1
plat,,プラチナ硬貨,Platinum Coin
pointInteract,,????,????
Populate,,生成,Populate
populateDelete,,撤去,Remove
populateNew,,再生成,Renew
populateOverride,,追加生成,Add
prev,,前へ,Previous
prevElement,,(現在: #1),(Current: #1)
progress,,経過,Progress
quality,,レベル,Level
questInProgress,,【受注済】,【Accepted】
questLoc,,依頼場所,Location
quests,,クエスト,Quests
abandonQuest,,依頼を破棄,Abandon
quit,,ゲームの終了,Quit
class,,職業,Class
race,,種族,Race
radius,,範囲,Radius
recipeBridge,,(プラットフォーム),(Platform)
recipeBridgePillar,,(支柱),(Support)
reEnemy,,敵対,Enemy
reflection,,リフレクション,Reflection
reFriend,,友好,Friendly
regenerate,,再生成,Regenerate
register,,登録,Register
registerHotbar,,ホットバーに登録,Add to hotbar
reknown,,名声,Fame
reNeutral,,中立,Neutral
reNone,,無関心,Indifferent
reqFactory,,「#1」で製作可能。,"Can be crafted on ""#1""."
reqNoFactory,,作業台を必要としない。,Requires no craft station.
rerollShop,,"再入荷
(影響力 -#1)","Restock
(-#1 Influence)"
rerollQuest,,"依頼のリロール
(影響力 -#1)","Reroll Quests
(-#1 Influence)"
researched,,研究（完了）,"Research
(Completed)"
researchEffect,,研究効果,Research Bonus
reset,,リセット,Reset
resetWidget,,リセット,Reset
resistance,,耐性,Resistance
restoration,,復興度,Restoration
alignUI,,UIの位置もずらす (試験的),Align UI Position (Experimental)
reverse,,反転,Reverse
reverseSnow,,積雪状態を反転,Reverse Snow
reward,,報酬,Reward
Right,,右,Right
Roof1,,普通の屋根,Normal Roof
Roof2,,平らな屋根,Flat Roof
Roof3,,低い屋根,Low Roof
Roof4,,平らな屋根(低め),Flat Roof(Low)
roofBlock,,屋根ブロック,Roof Block
roofEdit,,(屋根モード),(Roof Mode)
roofMat,,屋根の色,Roof Color
roofMatBlock,,屋根ブロックの色,Roof Block Color
roofRamp,,屋根傾斜ブロック,Roof Ramp
roofRoof,,屋根,Roof
roofStyle,,屋根スタイル,Roof Style
Rotate,,回転,Rotate
rotation,,角度,Rotation
rStashed,,給料箱に#1個のアイテムが納められています。,Our salary box contains #1 item#(s).
rtHalfBlock,,ﾊｰﾌﾌﾞﾛｯｸ,Half Block
rtRamp,,傾斜,Ramp
rtStairs,,階段,Stairs
runningCost,,運用コスト/日,Running Cost / Daily
s_toggleWidgets,,ウィジェットの切り替え,Toggle Widgets
save,,セーブ,Save
selectChara,,対象者の選択,Character Selection
selectRange,,始点,Start
sendExpedition,,派遣,Dispatch
shadow,,影の表示,Add shadow
sharedType,,権限,Permission
showClock,,時計を表示,Show Clock
showMax,,最大値表示,Show Max
size,,サイズ,Size
sliderAnimeSpeed,,アニメ速度,Anime Speed
sliderDay,,日(debug),Day(debug)
sliderMonth,,月(debug),Month(debug)
sliderPaint,,絵柄,Paint
sliderTime,,時間(debug),Time(debug)
sliderWeather,,天候(debug),Weather(debug)
slopeMod,,傾斜Mod(デフォルト50),Slope Mod(Default 50)
SnapFreepos,,フリー配置スナップ,Snap
snowed,,積雪,Snowed
space,,スペース,Space
spell,,魔法,Spell
Spot,,スポット,Spot
stable,,精神的安定,Mental Stability
stamina,,スタミナ,Stamina
stash,,所持品(Tab),Inventory(Tab)
statsInv,,計#2個  総重量: #3,Qty.#2  Weight. #3
statsInv2,,#1/#2個  #3,Qty.#1/#2  #3
statsInvPassive,,#1個   #3,#1 Items  #3
statsTotal,,#1種類  #2個のアイテム,#1 Item types   Total #2
status,,状態,Status
status2,,状態と加護、呪い,"Conditions, blessings and hexes"
status3,,ステータス,Status
status4,,評判と影響力,Reputations
status5,,その他の情報,Other Information
status_main,,ニーズ,Needs
stockCapacity,,容量,Cap.
stPersonal,,プライベート,Private
stShared,,共有,Shared
subBar,,サブバー,Sub Bar
subExpedition,," #1～#2日"," #1 to #2 days"
surface,,地上,Surface
tabTravel1,,周辺地域,Neighbor Areas
tabTravel2,,ポータル,Portals
target,,対象,Target
tChangeCaste,,カースト変更,Change Caste
tech,,技術,Tech
techOwn,,技術数,Techs
Terrain,,地形,Terrain
terrainDown,,下げる,Lower
terrainFlatten,,平均化,Flatten
terrainUp,,上げる,Raise
textParent,,#1#2,#1 #2
textMiddle_rotate,,回転 (#1),Rotate (#1)
textWheel_changeHeight,,高さ,Altitude
tHarvest,,#1,#1
tiltPower,,チルトの強さ,Tilt Power
Time,,時間,Time
tInterview,,面接する,Interview
title,,タイトルに戻る,To Title
toggle,,切り替え,Toggle
toggleAtrium,,吹き抜け,Atrium
toggleExcludeCraft,,コンテナ内のアイテムをクラフト時に使用しない,Don't use items in this container for crafting
toggleDump,,コンテナ内のアイテムを自動整頓の対象にしない,Exclude items in this containers from auto-dumping
toggleShiftToShowMenu,,Shiftキーを押している時のみメニューを表示,Show menu only when pressing Shift Key
toggleItemCompress,,重ならないアイテムを圧縮してまとめる（実験中）,Compress unstackable items (Experimental)
toggleBG,,背景を表示,Show BG
ToggleBuildLight,,ライト切り替え,Toggle Light
toggleComplete,,完了済み,Completed
ToggleFreepos,,フリー配置,Free Placement
toggleGrid,,グリッドを使用,Use Grid
toggleIncomplete,,研究中,Available
togglePCC,,PCC(カスタムキャラ)を切り替え,Toggle PCC (Animated Sprite)
TogglePicker,,ピッカー,Picker
toggleShowWallItem,,常に窓を表示,Always show windows
ToggleSlope,,傾斜切り替え,Toggle Slope
toOfficial,,公式サイトへ,Visit Official Web
TopCenter,,中央上,Top center
TopLEFT,,左上,Top left
TopRIGHT,,右上,Top right
track,,トラック,Track
travelDate,,#1年#2月#3日,#2/#3 #1
travelHome,,(ホーム),(Home)
travelZone,,#1,#1
tRoom,,自宅,Home
unassignBed,,ベッドを剥奪する,Disclaim
undoTransaction,,"やり直し
#1
#3","Undo
#1
#3"
unidentified,,未鑑定,Unidentified
unknownAuthor,,著者不明,Unknown Author
unlockWidget,,ロック解除,Unlock
unselectHotitem,,外す,Deselect
switchHotbar,,ページ切り替え,Switch Page
upgradeCore,,アップグレード(金塊 #1本),Upgrade(Gold:#1)
useAbility,,使う,Use
vTargeting,,対象,Target
vRelative,,関連能力,Attribute
vLevel,,レベル,Level
vBase,,"基本値: ","Base Value: "
vCurrent,,現在値,Current
vEst,,"一日の収入予測: ","Daily Estimated Gain: "
vExp,,経験値,Exp
visitCount,,訪問回数,Visits
vLast,,"前日: ","Last Day: "
vLink,,"修正値: ","Mod Value: "
vMaxRank,,"最大ランク: ","Max Rank: "
vValue,,#1 <size=12>(ベース #2)</size>,#1 <size=12>(Base #2)</size>
vPotential,,潜在能力,Potential
vPower,,パワー,Power
vStock,,ストック: #1,Stock: #1
vRank,,"ランク: ","Rank: "
vTarget,,"目標値: ","Target Value: "
wallAdjustment,,壁の高さ調整,Adjust Wall Height
wallDeco,,壁装飾(基礎),Wall Deco(Foundation)
wallDeco2,,壁装飾,Wall Deco
wallDecoMat,,壁装飾の色,Wall Deco Color
wealth,,価値,Wealth
widget,,ウィジェット,Widgets
loadWidget,,ウィジェットを読み込む,Load Widgets
width,,幅,Width
quickInvest,,金ならいくらでも出そう（連続投資）,Just take my money. (Quick Invest)
yes,,ああ,Yes.
yes2,,はじめよう,Let's do it.
youAndCompanion,,あなたとその仲間,you and your companions
zoneLevel,,#1階,#1F
zoneLevelB,,地下#1階,B#1F
zoneLevelMax,,(最深 #1),(#1)
autodump,dump,自動整頓,Auto Dump
dump_existing,dump,コンテナ内のアイテムに重ねる,Stack items within this container
dump_existing_tip,dump,"インベントリ内に、このコンテナの中のアイテムと同じアイテムがある場合
自動整頓時でこのコンテナに入れます。","If there are identical items in your inventory as those in this container,
auto-dump will place them in this container. "
dump_sameCategory,dump,コンテナ内のアイテムのカテゴリと一致するものを入れる,Put items matching the categories of items within this container
dump_sameCategory_tip,dump,"インベントリ内に、このコンテナの中のアイテムのカテゴリと一致するアイテムがある場合
自動整頓でこのコンテナに入れます。","If there are items in your inventory that match the categories of items in this container,
auto-dump will place them in this container. "
dump_distribution,dump,「振り分け」の設定を使用する,Put items using the Distribution Settings of this container
dump_distribution_tip,dump,"インベントリ内に、このコンテナの「振り分け設定」で振り分けられるアイテムがある場合
自動整頓でこのコンテナに入れます。","If there are items in your inventory that match the Distribution Settings of this container,
auto-dump will place them in this container."
dump_none,dump,このコンテナを自動整頓に使用しない,Don't use this container for auto-dumping
breathe_,_spell,#1の吐息,#1 breath
bolt_,_spell,#1の光線,#1 bolt
ball_,_spell,#1の球,#1 ball
arrow_,_spell,#1の矢,#1 arrow
hand_,_spell,#1の手,#1 touch
funnel_,_spell,#1の具象,#1 funnel
bit_,_spell,#1のビット,#1 bit
flare_,_spell,#1のフレア,#1 flare
puddle_,_spell,#1の海,sea of #1
rod_,_spell,#1の杖,#1
scroll_,_spell,#1の巻物,#1
scroll_SpLighten,_spell,羽の生えた巻物,"flying scroll,"
perfume_,_spell,#1の香水,#1
potion_,_spell,#1のポーション,#1
potion_SpCatsEye,_spell,暗視のポーション,"infravision,potion"
potion_SpSeeInvisible,_spell,赤外線のポーション,"ultravision,potion"
potion_SpHOT,_spell,トロールの血,"troll blood,potion"
potion_SpWeakResEle,_spell,失耐性のポーション,"weaken resistance,potion"
potion_SpResEle,_spell,耐性のポーション,"resistance,potion"
miasma_,_spell,#1の瘴気,miasma of #1
sword_,_spell,#1の剣,#1 sword
weapon_,_spell,#1の唄,intonation of #1
spellbook_,_spell,#1の魔法書,#1
cat_all,,全て,All
cat_attack,,攻,Atk
cat_defense,,防,Def
cat_util,,補助,Util
cat_ability,,能力,Ability
cat_favAbility,,★,★
context_checker,,"<color=teal>★</color> ","<color=teal>★</color> "
